"","Player","Nation","Pos","Squad","Age","League","Year","DefPred"
"2065","Z. Andersen","Greri Landmoslands","MFDF","Screaming Ramblers",19,"E","2021",16.2956666666667
"262","E. Ilukol","Dosqaly","DF","Simple Jayhawks",23,"B","2020",16.2971
"1011","M. Kyakimwa","Rarita","DF","Great Pandas",23,"RFL","2020",16.2983666666667
"1417","K. Okwir","Dosqaly","DF","Weak Blimps",21,"B","2021",16.3006666666667
"2034","D. Mwebesa","Nganion","MFDF","Rabid Greyhounds",30,"E","2021",16.3010666666667
"2056","N. bin Hashim","Dosqaly","DF","Screaming Ramblers",29,"E","2021",16.3027666666667
"2113","G. Kou","Rarita","DFMF","Educated Avengers",31,"RFL","2021",16.3028666666667
"995","G. Kou","Rarita","DFMF","Educated Avengers",30,"RFL","2020",16.3035
"1873","F. Tamura","Nganion","DF","Big Foxes",20,"E","2021",16.3063333333333
"1570","A. Blanchard","Esia","DFMF","Spicy Gophers",20,"C","2021",16.3093333333333
"399","B. Polák","Dosqaly","DF","Fiery Governors",21,"C","2020",16.3113666666667
"861","D. Agyeman","Nganion","DF","Mighty Jimmies",28,"E","2020",16.3131333333333
"1289","L. Namugaya","Dosqaly","DF","Mean Poets",23,"B","2021",16.3134333333333
"1920","D. Egger","Janmico","DF","Flying Penguins",32,"E","2021",16.3279
"2062","A. O'Connor","Nganion","DFMF","Screaming Ramblers",18,"E","2021",16.3289
"1922","N. Nassiri","Janmico","DF","Flying Penguins",22,"E","2021",16.3336666666667
"559","F. Rodriguês","Sobianitedrucy","DF","Deranged Defenders",28,"D","2020",16.3365
"1292","K. Koskinen","New Rapore","DF","Mean Poets",19,"B","2021",16.3445333333333
"1439","S. Busch","Galamily","DF","Awkward Trailblazers",33,"C","2021",16.3455333333333
"603","Y. Mugerwa","Sobianitedrucy","DF","Hideous Spartans",24,"D","2020",16.3474333333333
"1874","H. Choo","Nganion","DF","Big Foxes",31,"E","2021",16.3502
"1816","L. Bekher","Sobianitedrucy","DF","Serious Ranchers",19,"D","2021",16.3545333333333
"2110","T. Audu","Rarita","DF","Educated Avengers",27,"RFL","2021",16.3550333333333
"2137","T. Monteiro","Rarita","DF","Red Anchormen",20,"RFL","2021",16.3586666666667
"49","U. Ortíz","People's Land of Maneau","DF","Horrible Grizzlies",18,"A","2020",16.361
"500","Y. Iwasaki","Esia","DFMF","Supreme Jaguars",22,"C","2020",16.3718666666667
"171","G. Abbas","Reugha","MFDF","Swift Musketeers",21,"A","2020",16.3724333333333
"2012","T. Lam","Nancipenuaroe","DF","Punctual Leopards",24,"E","2021",16.3737333333333
"1884","B. Taheri","Imaar Vircoand","DF","Deferred Dolphins",20,"E","2021",16.3842
"1473","S. Nassazi","Esia","DF","Fiery Governors",28,"C","2021",16.3874666666667
"218","T. Nansubuga","Dosqaly","DF","Hideous Pioneers",18,"B","2020",16.3903666666667
"1802","Q. Sumarni","Sobianitedrucy","DF","Remarkable Flames",18,"D","2021",16.3914
"1559","D. Wahyudi","Esia","DFMF","Silver Frogs",27,"C","2021",16.3921
"1928","H. Chevalier","Central Namemo Laand","MFDF","Flying Penguins",32,"E","2021",16.3966666666667
"927","A. O'Connor","Nganion","DF","Screaming Ramblers",17,"E","2020",16.4037333333333
"1885","K. Eder","Nancipenuaroe","DF","Deferred Dolphins",21,"E","2021",16.4081
"451","W. Montanari","Esia","DF","Punctual Archers",23,"C","2020",16.4100666666667
"635","D. Biribawa","Lefghau","DF","Mean Wolves",23,"D","2020",16.4304666666667
"77","C. Perkovi?","People's Land of Maneau","DF","Odd Ducks",32,"A","2020",16.4308666666667
"1515","D. Domingos","Esia","DF","Mean Trolls",24,"C","2021",16.4351333333333
"523","Y. Romano","Slandsganiamayotteque","DFMF","Ultimate Longhorns",29,"C","2020",16.4379333333333
"1526","Q. Zimba","Esia","DF","Punctual Archers",29,"C","2021",16.4417
"797","K. Kastelic","Nganion","DFMF","Delta Colts",30,"E","2020",16.4445333333333
"915","X. Muzaki","Imaar Vircoand","DF","Sassy Knights",32,"E","2020",16.4466666666667
"1339","E. Becker","Central Namemo Laand","MFDF","Simple Privateers",18,"B","2021",16.4512
"594","A. Marchenko","Ingre","DF","Hideous Spartans",25,"D","2020",16.4512
"1481","C. Abbo","Esia","MFDF","Fiery Governors",19,"C","2021",16.4543333333333
"16","U. Ortíz","People's Land of Maneau","DF","Fighting Cougars",18,"A","2020",16.4553
"1876","K. Krisensen","Nganion","DF","Big Foxes",30,"E","2021",16.4766
"370","X. Kyei","Dosqaly","DF","Wet Monarchs",25,"B","2020",16.4802
"1366","C. Amoding","Iverde","DF","Supreme Janes",20,"B","2021",16.4811
"709","B. Kyarisima","Sobianitedrucy","FWDF","Rowdy Clippers",23,"D","2020",16.4853333333333
"1560","I. Khalili","Esia","FWDF","Silver Frogs",22,"C","2021",16.4854666666667
"704","S. Leung","Sobianitedrucy","DF","Rowdy Clippers",36,"D","2020",16.4895666666667
"107","K. Machava","People's Land of Maneau","DF","Silver Heels",30,"A","2020",16.4998666666667
"906","G. Sule","Nganion","DFMF","Punctual Leopards",22,"E","2020",16.5141666666667
"631","C. Adong","Byasier Pujan","DF","Mean Wolves",28,"D","2020",16.5164333333333
"1652","D. Ortíz","Lenia Gerdanho","DFFW","Wicked Gentlefolk",21,"C","2021",16.5386333333333
"1523","M. Kakaire","Sobianitedrucy","MFDF","Mean Trolls",32,"C","2021",16.5393
"1016","Y. Kasozi","Rarita","DFMF","Great Pandas",25,"RFL","2020",16.5455333333333
"992","T. Audu","Rarita","DF","Educated Avengers",26,"RFL","2020",16.5502333333333
"1877","S. Sørensen","Nganion","DF","Big Foxes",27,"E","2021",16.5543333333333
"795","D. Valentini","Nganion","DFMF","Delta Colts",31,"E","2020",16.5621666666667
"2059","E. Miyamoto","Nganion","DF","Screaming Ramblers",22,"E","2021",16.5653333333333
"1518","P. Acan","Lefghau","DF","Mean Trolls",23,"C","2021",16.5677666666667
"1897","C. Emmanuel","Nganion","DF","Delta Colts",22,"E","2021",16.57
"675","A. Ainomugisha","Moaithe","DF","Red Rangers",19,"D","2020",16.5726666666667
"1058","W. Yeoh","Rarita","DF","Wild Hornets",28,"RFL","2020",16.5799333333333
"198","K. Abou","Lefghau","DF","Golden Rustlers",28,"B","2020",16.5821666666667
"1173","S. Kasamba","Greri Landmoslands","DF","Solemn Cougars",26,"A","2021",16.5979666666667
"1054","F. Mahachi","Rarita","DF","Wild Hornets",20,"RFL","2020",16.598
"1650","V. Roger","Esia","DFFW","Wicked Gentlefolk",19,"C","2021",16.6235
"984","Q. bin Ismail","Rarita","DF","Black Coyotes",23,"RFL","2020",16.6402333333333
"1555","N. Suryani","Lefghau","DF","Silver Frogs",25,"C","2021",16.6497
"562","R. Amule","Sobianitedrucy","DF","Deranged Defenders",30,"D","2020",16.6547333333333
"29","F. Nakazibwe","People's Land of Maneau","MFDF","Great Galactic Gorgons",24,"A","2020",16.6581666666667
"821","H. Chevalier","Central Namemo Laand","DFMF","Flying Penguins",31,"E","2020",16.6606
"2086","P. Nakimera","Nganion","MFDF","Swift Bison",26,"E","2021",16.6615
"968","S. Dlamini","Nganion","DFMF","Swift Marauders",21,"E","2020",16.6671
"1153","H. Farina","People's Land of Maneau","DF","Punctual Rustlers",23,"A","2021",16.6682666666667
"634","U. Krause","Dosqaly","DF","Mean Wolves",32,"D","2020",16.6695
"153","A. Nangobi","Ngoque Blicri","DF","Sugar Storm",27,"A","2020",16.6707
"1604","R. Magaya","Esia","DF","Ultimate Longhorns",27,"C","2021",16.6738
"474","N. Suryani","Lefghau","DF","Silver Frogs",24,"C","2020",16.6807333333333
"136","M. Nabukwasi","Quewenia","DFMF","Somber Bombers",27,"A","2020",16.6816666666667
"1258","F. Shkreli","Dosqaly","DF","Grotesque Rocks",25,"B","2021",16.6856666666667
"777","B. Kiyimba","Janmico","DFMF","Wet Flames",26,"D","2020",16.6892333333333
"1663","O. Rácz","Sobianitedrucy","DF","Coy Catamarans",30,"D","2021",16.6937
"470","T. Dietrich","Dosqaly","DF","Silver Frogs",26,"C","2020",16.6944666666667
"132","F. Kollár","Southslands","DF","Somber Bombers",29,"A","2020",16.698
"267","R. Dumont","Tabhu Striary","DF","Simple Jayhawks",24,"B","2020",16.6999
"860","C. Akidi","Nganion","DF","Mighty Jimmies",22,"E","2020",16.7038666666667
"1159","H. Turyatunga","Republic of Denand Landsa","FWDF","Punctual Rustlers",24,"A","2021",16.7145333333333
"1623","D. Nabutono","Esia","DFMF","Weak Chargers",17,"C","2021",16.7198
"678","M. Benedetti","Sobianitedrucy","DF","Red Rangers",21,"D","2020",16.7201333333333
"134","Z. Testa","Giumle Lizeibon","DFMF","Somber Bombers",23,"A","2020",16.7254
"531","Z. Möller","Central Republic of Boekrainego","DFFW","Weak Chargers",28,"C","2020",16.736
"264","M. Ruggiero","Dosqaly","DF","Simple Jayhawks",23,"B","2020",16.7372666666667
"1212","W. Alves","People's Land of Maneau","DF","Swift Musketeers",19,"A","2021",16.7444
"890","L. Wambi","Nganion","DF","Polar Kangaroos",18,"E","2020",16.7551
"514","F. Mutandwa","Esia","DF","Ultimate Longhorns",27,"C","2020",16.7671333333333
"61","D. Asaba","Greri Landmoslands","DF","Mighty Jays",27,"A","2020",16.7711333333333
"1","I. Winter","Danan Seekeeling","DF","Fanatical Outlaws",27,"A","2020",16.7809333333333
"641","U. Quansah","Xikong","DFMF","Mean Wolves",25,"D","2020",16.7859333333333
"1925","J. Ko","Southern Viout Aman","DF","Flying Penguins",28,"E","2021",16.7869333333333
"1047","F. Ncube","Thaijagypt","DF","Walking Runners",32,"RFL","2020",16.7884333333333
"1214","C. Danquah","Byasier Pujan","DF","Weak Tornadoes",24,"A","2021",16.7939333333333
"877","P. Farina","Nganion","MFDF","Orange Giants",27,"E","2020",16.7984
"1435","X. Kyei","Dosqaly","DF","Wet Monarchs",26,"B","2021",16.8098333333333
"1888","K. Candia","Nganion","DF","Deferred Dolphins",20,"E","2021",16.8178
"133","V. Lao","Xikong","DF","Somber Bombers",24,"A","2020",16.8230666666667
"1466","I. Nalubwama","Byasier Pujan","DF","Fiery Governors",23,"C","2021",16.8255666666667
"1053","E. Meiyr","Rarita","DF","Wild Hornets",25,"RFL","2020",16.8265333333333
"1158","T. Kafuko","Southslands","DFMF","Punctual Rustlers",31,"A","2021",16.8280333333333
"1957","V. Chimwaza","Nganion","DF","Mad Bees",33,"E","2021",16.8298
"1879","J. Asiimwe","Nganion","DFMF","Big Foxes",26,"E","2021",16.8417
"1325","L. Masaba","Nancipenuaroe","DF","Simple Jayhawks",33,"B","2021",16.8514
"788","V. Rubio","Varijitri Isles","DFFW","Deferred Dolphins",30,"E","2020",16.8539333333333
"1870","R. Uchida","Sobianitedrucy","DFMF","Wet Flames",23,"D","2021",16.8571666666667
"242","K. Ber","Dosqaly","DF","Overconfident Kangaroos",18,"B","2020",16.8615666666667
"1520","L. Herrera","Nkasland Cronestan","DF","Mean Trolls",22,"C","2021",16.8708333333333
"126","Y. Phe","Imaar Vircoand","DF","Somber Bombers",30,"A","2020",16.8791333333333
"447","P. Acan","Lefghau","DFMF","Mean Trolls",22,"C","2020",16.8821
"943","D. Jena","Nganion","FWDF","Serious Magicians",26,"E","2020",16.8872333333333
"1513","G. Poulsen","Moaithe","MFDF","Marvelous Anchors",30,"C","2021",16.8978
"251","E. Schmitz","Dosqaly","DF","Serious Thunderbirds",20,"B","2020",16.9084333333333
"302","E. Nelima","Reugha","DF","Supreme Janes",28,"B","2020",16.9097333333333
"1294","D. Günther","Puway","DF","Mean Poets",29,"B","2021",16.9155666666667
"2048","J. Chan","Nganion","DF","Sassy Knights",32,"E","2021",16.9264666666667
"131","I. Amoah","Slandsganiamayotteque","DF","Somber Bombers",26,"A","2020",16.9325333333333
"337","Z. Ebner","Dosqaly","DFMF","Unethical Comets",19,"B","2020",16.9415
"1583","Z. Nicolas","Esia","DF","Supreme Jaguars",17,"C","2021",16.9426
"448","K. Molina","Esia","DF","Punctual Archers",24,"C","2020",16.9566
"1330","M. Ma","Central Namemo Laand","DF","Simple Privateers",19,"B","2021",16.9639
"2143","J. Maier","Rarita","MFDF","Red Anchormen",20,"RFL","2021",16.9802333333333
"127","V. Abiria","Nganion","DF","Somber Bombers",25,"A","2020",17.0001
"1902","K. Awuah","Nganion","DF","Delta Colts",30,"E","2021",17.0083
"2117","K. Polák","People's Land of Maneau","DF","Mad Wolverines",33,"RFL","2021",17.0135333333333
"1880","G. Sackey","Nganion","MFDF","Big Foxes",26,"E","2021",17.0153333333333
"546","E. Manhica","Moaithe","DF","Coy Sunbirds",27,"D","2020",17.0170666666667
"1060","I. Winter","Danan Seekeeling","DF","Fanatical Outlaws",28,"A","2021",17.0235666666667
"420","H. Morgan","Esia","DF","Little Lollipops",19,"C","2020",17.03
"1589","U. Tuhaise","Esia","FWDF","Supreme Jaguars",27,"C","2021",17.0314333333333
"1477","Y. Jain","Esia","DFFW","Fiery Governors",24,"C","2021",17.0347333333333
"701","N. Haas","Sobianitedrucy","DF","Rowdy Clippers",17,"D","2020",17.038
"928","B. Binder","Nganion","DF","Screaming Ramblers",29,"E","2020",17.0382333333333
"380","X. Ahmad","Xikong","DF","Awkward Trailblazers",25,"C","2020",17.056
"1320","B. Miyasaki","Dosqaly","DFMF","Serious Thunderbirds",19,"B","2021",17.0778333333333
"273","X. Mostafa","Chadlau Loupenina","DF","Simple Privateers",30,"B","2020",17.0830333333333
"655","K. Mwanje","Sobianitedrucy","MFDF","Mighty Monkeys",22,"D","2020",17.1099666666667
"213","C. Namagembe","Dosqaly","DF","Hideous Pioneers",18,"B","2020",17.1128333333333
"1059","C. Mitrovi?","Southern Ristan","MFDF","Wild Hornets",24,"RFL","2020",17.1207666666667
"160","E. Kühn","Dosqaly","DF","Swift Musketeers",20,"A","2020",17.1233333333333
"2051","Q. Alonso","Nganion","DF","Sassy Knights",25,"E","2021",17.1265666666667
"1189","I. Amoah","Slandsganiamayotteque","DF","Somber Bombers",27,"A","2021",17.1276333333333
"443","G. Nansamba","Manlisgamncent","DF","Mean Trolls",23,"C","2020",17.1300666666667
"1505","E. Maluwa","Esia","DF","Marvelous Anchors",27,"C","2021",17.1366
"1472","R. Magaya","Esia","DF","Fiery Governors",27,"C","2021",17.1447
"1006","T. Darawshi","Rarita","DFMF","Golden Cadets",25,"RFL","2020",17.1465333333333
"1162","F. Hove","Coastpa Barleslands","DF","Silver Heels",30,"A","2021",17.1489
"10","I. Horváth","Western Niasland","MFDF","Fanatical Outlaws",33,"A","2020",17.1529333333333
"1015","S. Fontana","Rarita","DFFW","Great Pandas",23,"RFL","2020",17.1547333333333
"1206","K. Ferrari","Nancipenuaroe","DF","Swift Musketeers",21,"A","2021",17.1733666666667
"125","N. bin Hashim","Dosqaly","DF","Somber Bombers",28,"A","2020",17.1853666666667
"334","L. Popa","Janmico","DF","Unethical Comets",23,"B","2020",17.1868666666667
"904","E. Kalungi","Western Niasland","DF","Punctual Leopards",27,"E","2020",17.2194333333333
"865","T. Mutero","Nganion","DF","Mighty Jimmies",37,"E","2020",17.2377666666667
"1287","J. Driwaru","Dosqaly","DF","Mean Poets",22,"B","2021",17.2455333333333
"667","L. Nakashima","Lefghau","DFMF","Punctual Fire",22,"D","2020",17.2486333333333
"1046","U. Kojima","Southern Ristan","DF","Walking Runners",28,"RFL","2020",17.2599
"2028","F. Van Leeuwen","Western Niasland","DF","Rabid Greyhounds",27,"E","2021",17.2599
"1089","T. Barigye","People's Land of Maneau","DF","Great Galactic Gorgons",23,"A","2021",17.2667333333333
"397","I. Nalubwama","Byasier Pujan","DF","Fiery Governors",22,"C","2020",17.2709333333333
"1497","H. Morgan","Esia","DF","Little Lollipops",20,"C","2021",17.2747
"1048","C. Sulaiman","Dosqaly","DFMF","Walking Runners",26,"RFL","2020",17.2756
"1538","C. Horvat","Southern Ristan","DF","Red Artichokes",22,"C","2021",17.2763333333333
"924","K. Deng","Nganion","MFDF","Sassy Knights",21,"E","2020",17.2828
"1191","V. Lao","Xikong","DF","Somber Bombers",25,"A","2021",17.2908333333333
"158","P. Romero","Dosqaly","DFMF","Sugar Storm",26,"A","2020",17.2919
"162","D. Asaba","Greri Landmoslands","DF","Swift Musketeers",27,"A","2020",17.2920666666667
"698","I. As","Galamily","DF","Rowdy Clippers",23,"D","2020",17.3154333333333
"648","E. De Luca","Sobianitedrucy","DF","Mighty Monkeys",25,"D","2020",17.3172666666667
"981","B. Kiyimba","Rarita","DF","Black Coyotes",26,"RFL","2020",17.3181666666667
"1575","B. Sabano","Esia","DF","Supreme Jaguars",18,"C","2021",17.3257333333333
"24","I. Akpan","People's Land of Maneau","DF","Great Galactic Gorgons",36,"A","2020",17.3286666666667
"1396","K. Cohen","Dosqaly","DF","Unethical Comets",28,"B","2021",17.3290333333333
"1878","L. Olupot","Zacia Lygia","DF","Big Foxes",27,"E","2021",17.3314666666667
"786","V. Mugala","Nganion","DF","Deferred Dolphins",29,"E","2020",17.3365666666667
"929","E. Miyamoto","Nganion","DF","Screaming Ramblers",21,"E","2020",17.3382
"1568","K. De Angelis","Rosvi","DF","Spicy Gophers",19,"C","2021",17.3523333333333
"1562","G. Onencan","Byasier Pujan","DF","Spicy Gophers",25,"C","2021",17.377
"26","M. Ludwig","Rarita","DF","Great Galactic Gorgons",31,"A","2020",17.3872333333333
"2058","B. Binder","Nganion","DF","Screaming Ramblers",30,"E","2021",17.3888
"682","Y. Okwii","Sobianitedrucy","DF","Red Rangers",31,"D","2020",17.3891333333333
"762","Z. Testa","Giumle Lizeibon","DFMF","Sugar Bengals",23,"D","2020",17.3938333333333
"405","I. Khalili","Esia","DFMF","Fiery Governors",21,"C","2020",17.4115333333333
"994","U. Quaye","Southslands","DF","Educated Avengers",28,"RFL","2020",17.425
"2014","C. Kavuma","Nganion","DF","Punctual Leopards",19,"E","2021",17.4277333333333
"7","J. Bala","People's Land of Maneau","DF","Fanatical Outlaws",26,"A","2020",17.4774333333333
"123","R. Kawuma","Byasier Pujan","DF","Somber Bombers",25,"A","2020",17.4877
"106","B. Wright","People's Land of Maneau","DF","Silver Heels",29,"A","2020",17.5074333333333
"1937","E. Kovács","Nganion","DF","Hideous Spiders",26,"E","2021",17.5164666666667
"1090","U. Ban","People's Land of Maneau","DF","Great Galactic Gorgons",20,"A","2021",17.5181
"486","X. Asiku","Esia","DF","Spicy Gophers",28,"C","2020",17.53
"887","V. Akoli","Lefghau","DF","Polar Kangaroos",21,"E","2020",17.5403666666667
"403","X. Mulder","Giumle Lizeibon","DF","Fiery Governors",25,"C","2020",17.5466
"653","E. Kalungi","Western Niasland","DF","Mighty Monkeys",27,"D","2020",17.5509666666667
"1087","I. Akpan","People's Land of Maneau","DF","Great Galactic Gorgons",37,"A","2021",17.5673333333333
"446","K. Yap","Giumle Lizeibon","DFMF","Mean Trolls",28,"C","2020",17.5711666666667
"9","J. Teko","Sobianitedrucy","DF","Fanatical Outlaws",31,"A","2020",17.5829333333333
"268","E. Ooi","Reugha","DFMF","Simple Jayhawks",21,"B","2020",17.6085666666667
"525","A. Aceng","Esia","DF","Weak Chargers",23,"C","2020",17.6214666666667
"766","S. Musoki","Central Diasongo","DF","Wet Flames",26,"D","2020",17.6436
"1892","V. Mugala","Nganion","DF","Deferred Dolphins",30,"E","2021",17.6606333333333
"1475","X. Mulder","Giumle Lizeibon","DF","Fiery Governors",26,"C","2021",17.6638
"2156","D. Naula","Rarita","DF","Strong Oaks",24,"RFL","2021",17.6709333333333
"1901","I. Niwamanya","Nganion","DF","Delta Colts",25,"E","2021",17.6777333333333
"1482","V. Athieno","Quewenia","MFDF","Fiery Governors",24,"C","2021",17.6912
"2026","R. Cossa","Nganion","DF","Rabid Greyhounds",29,"E","2021",17.7002333333333
"1578","S. Kyobutungi","Esia","DF","Supreme Jaguars",18,"C","2021",17.7072
"960","E. Giraud","Nganion","DF","Swift Marauders",21,"E","2020",17.7310666666667
"5","A. Kobusingye","People's Land of Maneau","DF","Fanatical Outlaws",18,"A","2020",17.7337333333333
"1403","O. Isaac","Dosqaly","MFDF","Unethical Comets",20,"B","2021",17.7412
"1533","K. Kibuuka","Desaintko","DF","Red Artichokes",23,"C","2021",17.7456333333333
"1184","P. Ferri","Highhlaands","DF","Somber Bombers",22,"A","2021",17.7985333333333
"489","A. Blanchard","Esia","FWDF","Spicy Gophers",19,"C","2020",17.8094
"450","Q. Zimba","Esia","DF","Punctual Archers",28,"C","2020",17.8489666666667
"1194","C. K?avi?š","People's Land of Maneau","MFDF","Somber Bombers",25,"A","2021",17.8878666666667
